Batch plan id,Batch plan/Process,Sequence,Enabled?,Job group,Start Time,Schedule,Status (Automated/Manual),Job Parent Job vs Sub-Jobs,Active vs Non Active,BP sequence,BP id,BP name,BP description,Group dependency,Dependency behavior,Command Name,Selection.description,Selection.ID,JobGroup.triggertype
100001,"MRI, not needed (Scheduled maintenance)",1,1,Cleanup expired quotes,,Night,Automated,Sub-job,Active,,,,,,3058,,,,
100001,"MRI, not needed (Scheduled maintenance)",2,1,Cleanup obsolete work flow processes,,Night,Automated,Sub-job,Active,,,,,,3058,,,,
100001,"MRI, not needed (Scheduled maintenance)",3,1,Data mart related jobs,,Night,Automated,Sub-job,Active,,,,,,3058,,,,
100001,"MRI, not needed (Scheduled maintenance)",4,1,Cancel workorders not progressed for 60 Months,,Monthly,Automated,Sub-job,Active,,,,,,3058,,,,
100001,"MRI, not needed (Scheduled maintenance)",5,1,Update quote status to Contract Created,,Night,Automated,Sub-job,Active,,,,,,3058,,,,
100002,"MRI, not needed (BQ)",1,0,Deferred bulk quotation jobs (run once),,Evening,Manual,Sub-job,Active,1,100005,Run bulk quotation jobs (run once),"runs deferred, one-off bulk quotation jobs",,3058,ExecuteBulkProcessor,Bulk quotation jobs (run once),100089,1629
100002,"MRI, not needed (BQ)",2,0,Repeated bulk quotation jobs (monthly),,Monthly,Manual,Sub-job,Active,1,100006,Run bulk quotation jobs (monthly),(re-)runs monthly bulk quotation jobs,,3058,ExecuteBulkProcessor,Bulk quotation jobs (monthly),100090,100055
100003,Sales follow-up,1,1,Follow-up requests,,Weekly - Monday,Automated,Sub-job,Active,1,500342,quotes expiring by end of the week,exports the quotes expiring by end of each week,,3058,ExportSearchData,,,501386
100003,Sales follow-up,2,0,"Update customer status  - MRI, not needed",,Disabled,Manual,Sub-job,Non Active,1,100011,Set customer status to 'active (fleet)',Sets the customerState to active when one or more initialized or running contracts are found: - for new customers with status 'qualified (fleet)' = 1st time activation - for returning customers with status 'no active fleet' = re-activation,,3058,ExecuteFormula,Find customers to be activated,100113,1631
100003,Sales follow-up,2,0,"Update customer status  - MRI, not needed",,Disabled,Manual,Sub-job,Non Active,2,100095,Set credit review date to low-date,Sets the credit review date to {low} for customers that have no longer any 'running' or 'initialized' contracts and whose current state is 'active'. Assumption: credit situation outdated and to be reviewed before creating new contracts.,,3058,ExecuteFormula,Find customers to be discontinued,100115,1631
100003,Sales follow-up,2,0,"Update customer status  - MRI, not needed",,Disabled,Manual,Sub-job,Non Active,3,100009,Set customer status to 'no active fleet',Sets the customerState to 'no active fleet' for these customers that have no longer any 'running' or 'initialized' contracts and whose current state is 'active'.  The selection ignores enterprises.,,3058,ExecuteFormula,Find customers to be discontinued,100115,1631
100003,Sales follow-up,3,1,Customer communication - Documents,,Last day Monthly,Manual,Sub-job,Active,1,500037,Future Rental Liability,The Future Rental Liability is a document provided to customers to indicate the number of contract with details showing the monthly rental as well as the total of all future rentals that will become due.,,3058,GenerateAndSendDocument,Future Rental Liability customer,500415,500061
100004,Credit follow-up,1,1,Anticipate credit reviews,20/12/2021 18:49,Last day Monthly,Automated,Sub-job,Active,1,100002,Refresh credit information,Recalculates credit exposure and (optionally) triggers ad hoc activity if review of credit limit would be needed when nearing expiry or nearing max usage ratio,,3058,RefreshCreditInformation,,,500061
100004,Credit follow-up,1,1,Anticipate credit reviews,13/11/2021 12:38,Last day Monthly,Automated,Sub-job,Active,1,100002,Refresh credit information,Recalculates credit exposure and (optionally) triggers ad hoc activity if review of credit limit would be needed when nearing expiry or nearing max usage ratio,,3058,RefreshCreditInformation,,,500061
100005,Customer invoicing,10,1,Generate vehicle procurement invoices - Twice daily,17/11/2021 19:00,Twice daily,Automated,Sub-job,Active,1,500043,Vehicle procurement upfront billing item generation,"Creates the billing items to charge back the vehicle procurement, delivery costs and vehicle procurement fee",,3057,BillUpfrontForContractCommand,Vehicle procurement contracts for upfront BI generation,500437,500831
100005,Customer invoicing,10,1,Generate vehicle procurement invoices - Twice daily,19/11/2021 19:00,Twice daily,Automated,Sub-job,Active,1,500043,Vehicle procurement upfront billing item generation,"Creates the billing items to charge back the vehicle procurement, delivery costs and vehicle procurement fee",,3057,BillUpfrontForContractCommand,Vehicle procurement contracts for upfront BI generation,500437,500831
100005,Customer invoicing,10,1,Generate vehicle procurement invoices - Twice daily,18/11/2021 19:00,Twice daily,Automated,Sub-job,Active,1,500043,Vehicle procurement upfront billing item generation,"Creates the billing items to charge back the vehicle procurement, delivery costs and vehicle procurement fee",,3057,BillUpfrontForContractCommand,Vehicle procurement contracts for upfront BI generation,500437,500831
100005,Customer invoicing,10,1,Generate vehicle procurement invoices - Twice daily,18/11/2021 19:00,Twice daily,Automated,Sub-job,Active,2,500045,Vehicle procurement invoicing,Creates outgoing invoices for vehicle procurement invoices on a daily basis.,,3057,GenerateInvoice,,,500831
100005,Customer invoicing,10,1,Generate vehicle procurement invoices - Twice daily,19/11/2021 19:00,Twice daily,Automated,Sub-job,Active,2,500045,Vehicle procurement invoicing,Creates outgoing invoices for vehicle procurement invoices on a daily basis.,,3057,GenerateInvoice,,,500831
100005,Customer invoicing,10,1,Generate vehicle procurement invoices - Twice daily,17/11/2021 19:00,Twice daily,Automated,Sub-job,Active,2,500045,Vehicle procurement invoicing,Creates outgoing invoices for vehicle procurement invoices on a daily basis.,,3057,GenerateInvoice,,,500831
100005,Customer invoicing,10,1,Generate vehicle procurement invoices - Twice daily,17/11/2021 19:00,Twice daily,Automated,Sub-job,Active,50,500151,Set Joint Venture on outgoing sales invoice - Twice daily,Updates the Joint Venture on sales invoice,,3057,ExecuteFormula,Find outgoing invoices to set joint venture,500899,500831
100005,Customer invoicing,10,1,Generate vehicle procurement invoices - Twice daily,19/11/2021 19:00,Twice daily,Automated,Sub-job,Active,50,500151,Set Joint Venture on outgoing sales invoice - Twice daily,Updates the Joint Venture on sales invoice,,3057,ExecuteFormula,Find outgoing invoices to set joint venture,500899,500831
100005,Customer invoicing,10,1,Generate vehicle procurement invoices - Twice daily,18/11/2021 19:00,Twice daily,Automated,Sub-job,Active,50,500151,Set Joint Venture on outgoing sales invoice - Twice daily,Updates the Joint Venture on sales invoice,,3057,ExecuteFormula,Find outgoing invoices to set joint venture,500899,500831
100005,Customer invoicing,10,1,Generate vehicle procurement invoices - Twice daily,19/11/2021 19:00,Twice daily,Automated,Sub-job,Active,51,500160,Update invoiced cost center on outgoing invoice - Twice Daily,Updates invoiced cost center on outgoing invoice - Twice daily,,3057,UpdateAttribute,Find outgoing invoices to update invoiced cost centre,500901,500831
100005,Customer invoicing,10,1,Generate vehicle procurement invoices - Twice daily,17/11/2021 19:00,Twice daily,Automated,Sub-job,Active,51,500160,Update invoiced cost center on outgoing invoice - Twice Daily,Updates invoiced cost center on outgoing invoice - Twice daily,,3057,UpdateAttribute,Find outgoing invoices to update invoiced cost centre,500901,500831
100005,Customer invoicing,10,1,Generate vehicle procurement invoices - Twice daily,18/11/2021 19:00,Twice daily,Automated,Sub-job,Active,51,500160,Update invoiced cost center on outgoing invoice - Twice Daily,Updates invoiced cost center on outgoing invoice - Twice daily,,3057,UpdateAttribute,Find outgoing invoices to update invoiced cost centre,500901,500831
100005,Customer invoicing,10,1,Generate vehicle procurement invoices - Twice daily,18/11/2021 19:00,Twice daily,Automated,Sub-job,Active,52,500166,Update invoiced cost center on outgoing invoice with Financial Customer - Twice Daily,Updates invoiced cost center on outgoing invoice with Financial Customer - Daily,,3057,UpdateAttribute,Find outgoing invoices to update invoiced cost centre with Financial Customer,500903,500831
100005,Customer invoicing,10,1,Generate vehicle procurement invoices - Twice daily,17/11/2021 19:00,Twice daily,Automated,Sub-job,Active,52,500166,Update invoiced cost center on outgoing invoice with Financial Customer - Twice Daily,Updates invoiced cost center on outgoing invoice with Financial Customer - Daily,,3057,UpdateAttribute,Find outgoing invoices to update invoiced cost centre with Financial Customer,500903,500831
100005,Customer invoicing,10,1,Generate vehicle procurement invoices - Twice daily,19/11/2021 19:00,Twice daily,Automated,Sub-job,Active,52,500166,Update invoiced cost center on outgoing invoice with Financial Customer - Twice Daily,Updates invoiced cost center on outgoing invoice with Financial Customer - Daily,,3057,UpdateAttribute,Find outgoing invoices to update invoiced cost centre with Financial Customer,500903,500831
100005,Customer invoicing,10,1,Generate vehicle procurement invoices - Twice daily,18/11/2021 19:00,Twice daily,Automated,Sub-job,Active,53,500188,Update invoiced cost center id on outgoing invoice - Twice Daily,Updates invoiced cost center id on outgoing invoice - Twice daily,,3057,UpdateAttribute,Find outgoing invoices to update invoiced cost centre,500901,500831
100005,Customer invoicing,10,1,Generate vehicle procurement invoices - Twice daily,19/11/2021 19:00,Twice daily,Automated,Sub-job,Active,53,500188,Update invoiced cost center id on outgoing invoice - Twice Daily,Updates invoiced cost center id on outgoing invoice - Twice daily,,3057,UpdateAttribute,Find outgoing invoices to update invoiced cost centre,500901,500831
100005,Customer invoicing,10,1,Generate vehicle procurement invoices - Twice daily,17/11/2021 19:00,Twice daily,Automated,Sub-job,Active,53,500188,Update invoiced cost center id on outgoing invoice - Twice Daily,Updates invoiced cost center id on outgoing invoice - Twice daily,,3057,UpdateAttribute,Find outgoing invoices to update invoiced cost centre,500901,500831
100005,Customer invoicing,20,1,Generate consolidated invoice - Twice daily,18/11/2021 19:00,Twice daily,Automated,Sub-job,Active,1,500194,Generate consolidated invoice - Vehicle Procurement,Generates the consolidated invoice for vehicle procurement invoices,,3058,GenerateConsolidatedInvoice,Find customers for CI generation - Vehicle Procurement invoice - UA,500924,500831
100005,Customer invoicing,20,1,Generate consolidated invoice - Twice daily,17/11/2021 19:00,Twice daily,Automated,Sub-job,Active,1,500194,Generate consolidated invoice - Vehicle Procurement,Generates the consolidated invoice for vehicle procurement invoices,,3058,GenerateConsolidatedInvoice,Find customers for CI generation - Vehicle Procurement invoice - UA,500924,500831
100005,Customer invoicing,20,1,Generate consolidated invoice - Twice daily,19/11/2021 19:00,Twice daily,Automated,Sub-job,Active,1,500194,Generate consolidated invoice - Vehicle Procurement,Generates the consolidated invoice for vehicle procurement invoices,,3058,GenerateConsolidatedInvoice,Find customers for CI generation - Vehicle Procurement invoice - UA,500924,500831
100005,Customer invoicing,20,1,Generate consolidated invoice - Twice daily,18/11/2021 19:00,Twice daily,Automated,Sub-job,Active,2,500416,Update invoiced cost center on consolidated invoice - Twice daily,Updates invoiced cost center (consolidated at) on consolidated invoices - to be run after each consolidated invoice run,,3058,UpdateAttribute,Find consolidated invoices to update invoiced cost centre,500896,500831
100005,Customer invoicing,20,1,Generate consolidated invoice - Twice daily,17/11/2021 19:00,Twice daily,Automated,Sub-job,Active,2,500416,Update invoiced cost center on consolidated invoice - Twice daily,Updates invoiced cost center (consolidated at) on consolidated invoices - to be run after each consolidated invoice run,,3058,UpdateAttribute,Find consolidated invoices to update invoiced cost centre,500896,500831
100005,Customer invoicing,20,1,Generate consolidated invoice - Twice daily,19/11/2021 19:00,Twice daily,Automated,Sub-job,Active,2,500416,Update invoiced cost center on consolidated invoice - Twice daily,Updates invoiced cost center (consolidated at) on consolidated invoices - to be run after each consolidated invoice run,,3058,UpdateAttribute,Find consolidated invoices to update invoiced cost centre,500896,500831
100005,Customer invoicing,20,1,Generate consolidated invoice - Twice daily,19/11/2021 19:00,Twice daily,Automated,Sub-job,Active,3,500417,Update invoiced cost center id on consolidated invoice - Twice daily,to be updated on each consolidated invoice run,,3058,UpdateAttribute,Find consolidated invoices to update invoiced cost centre id,500921,500831
100005,Customer invoicing,20,1,Generate consolidated invoice - Twice daily,17/11/2021 19:00,Twice daily,Automated,Sub-job,Active,3,500417,Update invoiced cost center id on consolidated invoice - Twice daily,to be updated on each consolidated invoice run,,3058,UpdateAttribute,Find consolidated invoices to update invoiced cost centre id,500921,500831
100005,Customer invoicing,20,1,Generate consolidated invoice - Twice daily,18/11/2021 19:00,Twice daily,Automated,Sub-job,Active,3,500417,Update invoiced cost center id on consolidated invoice - Twice daily,to be updated on each consolidated invoice run,,3058,UpdateAttribute,Find consolidated invoices to update invoiced cost centre id,500921,500831
100005,Customer invoicing,20,1,Generate consolidated invoice - Twice daily,18/11/2021 19:00,Twice daily,Automated,Sub-job,Active,4,500418,Update consolidated invoice invoicing address with consolidated cost center address - Twice daily,to be updated on each consolidated invoice run,,3058,UpdateAttribute,Find consolidated invoices to update the invoicing address,500923,500831
100005,Customer invoicing,20,1,Generate consolidated invoice - Twice daily,17/11/2021 19:00,Twice daily,Automated,Sub-job,Active,4,500418,Update consolidated invoice invoicing address with consolidated cost center address - Twice daily,to be updated on each consolidated invoice run,,3058,UpdateAttribute,Find consolidated invoices to update the invoicing address,500923,500831
100005,Customer invoicing,20,1,Generate consolidated invoice - Twice daily,19/11/2021 19:00,Twice daily,Automated,Sub-job,Active,4,500418,Update consolidated invoice invoicing address with consolidated cost center address - Twice daily,to be updated on each consolidated invoice run,,3058,UpdateAttribute,Find consolidated invoices to update the invoicing address,500923,500831
100005,Customer invoicing,20,1,Generate consolidated invoice - Twice daily,19/11/2021 19:00,Twice daily,Automated,Sub-job,Active,5,500419,Update consolidated invoice sending address with consolidated cost center address - Twice daily,to be updated on each consolidated invoice run,,3058,UpdateAttribute,Find consolidated invoices to update the invoicing address,500923,500831
100005,Customer invoicing,20,1,Generate consolidated invoice - Twice daily,17/11/2021 19:00,Twice daily,Automated,Sub-job,Active,5,500419,Update consolidated invoice sending address with consolidated cost center address - Twice daily,to be updated on each consolidated invoice run,,3058,UpdateAttribute,Find consolidated invoices to update the invoicing address,500923,500831
100005,Customer invoicing,20,1,Generate consolidated invoice - Twice daily,18/11/2021 19:00,Twice daily,Automated,Sub-job,Active,5,500419,Update consolidated invoice sending address with consolidated cost center address - Twice daily,to be updated on each consolidated invoice run,,3058,UpdateAttribute,Find consolidated invoices to update the invoicing address,500923,500831
100005,Customer invoicing,30,1,Generate other invoices - Daily,17/12/2021 21:32,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,17/12/2021 16:17,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,25/12/2021 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,23/12/2021 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,22/12/2021 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,21/12/2021 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,18/12/2021 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,20/12/2021 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,18/11/2021 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,20/11/2021 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,28/12/2021 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,30/12/2021 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,17/11/2021 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,03/01/2022 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,01/01/2022 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,05/01/2022 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,31/12/2021 15:09,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,29/12/2021 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,19/11/2021 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,30/11/2021 17:02,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,15/12/2021 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,16/12/2021 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,14/12/2021 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,13/12/2021 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,11/12/2021 17:41,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,09/12/2021 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,10/12/2021 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,08/12/2021 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,27/12/2021 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,07/12/2021 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,24/12/2021 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,27/01/2022 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,25/01/2022 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,24/01/2022 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,26/01/2022 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,21/01/2022 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,22/01/2022 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,20/01/2022 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,23/01/2022 14:11,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,17/01/2022 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,14/01/2022 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,19/01/2022 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,18/01/2022 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,10/01/2022 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,13/01/2022 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,12/01/2022 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,11/01/2022 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,15/01/2022 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,07/01/2022 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,08/01/2022 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,06/01/2022 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,04/01/2022 17:30,Evening,Automated,Sub-job,Active,1,100020,Upfront invoicing,"Creates outgoing invoices for upfronts (customer/driver, Subvention, RMT)",100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,04/01/2022 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,06/01/2022 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,08/01/2022 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,07/01/2022 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,15/01/2022 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
100005,Customer invoicing,30,1,Generate other invoices - Daily,11/01/2022 17:30,Evening,Automated,Sub-job,Active,2,500109,GBB invoicing,Creates outgoing invoices for GBB,100457,3057,GenerateInvoice,,,1629
