Batch plan id,Batch plan/Process,Sequence,Enabled?,Job group,Start Time,Schedule,Status (Automated/Manual),Job Parent Job vs Sub-Jobs,Active vs Non Active,BP sequence,BP id,BP name,BP description,Group dependency,Dependency behavior,Command Name,Selection.description,Selection.ID,JobGroup.triggertype
100005,Customer invoicing,35,1,Generate consolidated invoice - Daily,21/12/2021 17:31,Evening,Automated,Sub-job,Active,13,500423,Update consolidated invoice sending address with consolidated cost center address - Evening,to be updated on each consolidated invoice run,100457,3058,UpdateAttribute,Find consolidated invoices to update the invoicing address,500923,1629
100005,Customer invoicing,35,1,Generate consolidated invoice - Daily,30/11/2021 17:06,Evening,Automated,Sub-job,Active,13,500423,Update consolidated invoice sending address with consolidated cost center address - Evening,to be updated on each consolidated invoice run,100457,3058,UpdateAttribute,Find consolidated invoices to update the invoicing address,500923,1629
100005,Customer invoicing,35,1,Generate consolidated invoice - Daily,20/11/2021 17:30,Evening,Automated,Sub-job,Active,13,500423,Update consolidated invoice sending address with consolidated cost center address - Evening,to be updated on each consolidated invoice run,100457,3058,UpdateAttribute,Find consolidated invoices to update the invoicing address,500923,1629
100005,Customer invoicing,35,1,Generate consolidated invoice - Daily,15/12/2021 17:32,Evening,Automated,Sub-job,Active,13,500423,Update consolidated invoice sending address with consolidated cost center address - Evening,to be updated on each consolidated invoice run,100457,3058,UpdateAttribute,Find consolidated invoices to update the invoicing address,500923,1629
100005,Customer invoicing,35,1,Generate consolidated invoice - Daily,11/12/2021 17:42,Evening,Automated,Sub-job,Active,13,500423,Update consolidated invoice sending address with consolidated cost center address - Evening,to be updated on each consolidated invoice run,100457,3058,UpdateAttribute,Find consolidated invoices to update the invoicing address,500923,1629
100005,Customer invoicing,35,1,Generate consolidated invoice - Daily,16/12/2021 17:32,Evening,Automated,Sub-job,Active,13,500423,Update consolidated invoice sending address with consolidated cost center address - Evening,to be updated on each consolidated invoice run,100457,3058,UpdateAttribute,Find consolidated invoices to update the invoicing address,500923,1629
100005,Customer invoicing,35,1,Generate consolidated invoice - Daily,09/12/2021 17:31,Evening,Automated,Sub-job,Active,13,500423,Update consolidated invoice sending address with consolidated cost center address - Evening,to be updated on each consolidated invoice run,100457,3058,UpdateAttribute,Find consolidated invoices to update the invoicing address,500923,1629
100005,Customer invoicing,35,1,Generate consolidated invoice - Daily,10/12/2021 17:31,Evening,Automated,Sub-job,Active,13,500423,Update consolidated invoice sending address with consolidated cost center address - Evening,to be updated on each consolidated invoice run,100457,3058,UpdateAttribute,Find consolidated invoices to update the invoicing address,500923,1629
100005,Customer invoicing,35,1,Generate consolidated invoice - Daily,13/12/2021 17:32,Evening,Automated,Sub-job,Active,13,500423,Update consolidated invoice sending address with consolidated cost center address - Evening,to be updated on each consolidated invoice run,100457,3058,UpdateAttribute,Find consolidated invoices to update the invoicing address,500923,1629
100005,Customer invoicing,35,1,Generate consolidated invoice - Daily,08/12/2021 17:31,Evening,Automated,Sub-job,Active,13,500423,Update consolidated invoice sending address with consolidated cost center address - Evening,to be updated on each consolidated invoice run,100457,3058,UpdateAttribute,Find consolidated invoices to update the invoicing address,500923,1629
100005,Customer invoicing,35,1,Generate consolidated invoice - Daily,14/12/2021 17:32,Evening,Automated,Sub-job,Active,13,500423,Update consolidated invoice sending address with consolidated cost center address - Evening,to be updated on each consolidated invoice run,100457,3058,UpdateAttribute,Find consolidated invoices to update the invoicing address,500923,1629
100005,Customer invoicing,35,1,Generate consolidated invoice - Daily,07/12/2021 17:33,Evening,Automated,Sub-job,Active,13,500423,Update consolidated invoice sending address with consolidated cost center address - Evening,to be updated on each consolidated invoice run,100457,3058,UpdateAttribute,Find consolidated invoices to update the invoicing address,500923,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,27/01/2022 17:33,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,26/01/2022 17:31,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,25/01/2022 17:31,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,19/01/2022 17:32,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,20/01/2022 17:31,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,18/01/2022 17:32,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,24/01/2022 17:35,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,21/01/2022 17:32,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,22/01/2022 17:31,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,23/01/2022 14:12,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,17/01/2022 17:32,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,15/01/2022 17:31,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,14/01/2022 17:32,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,13/01/2022 17:32,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,11/01/2022 17:31,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,12/01/2022 17:31,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,10/01/2022 17:31,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,08/01/2022 17:32,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,07/01/2022 17:31,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,06/01/2022 17:32,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,05/01/2022 17:31,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,03/01/2022 17:31,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,04/01/2022 17:31,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,01/01/2022 17:31,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,30/12/2021 17:32,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,31/12/2021 15:12,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,29/12/2021 17:31,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,28/12/2021 17:31,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,27/12/2021 17:30,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,15/12/2021 17:32,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,16/12/2021 17:32,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,14/12/2021 17:32,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,13/12/2021 17:32,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,11/12/2021 17:42,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,30/11/2021 17:06,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,19/11/2021 17:30,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,17/11/2021 17:30,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,18/11/2021 17:30,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,18/12/2021 17:31,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,21/12/2021 17:31,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,17/12/2021 21:33,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,20/11/2021 17:30,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,17/12/2021 16:18,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,20/12/2021 17:31,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,10/12/2021 17:31,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,09/12/2021 17:31,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,08/12/2021 17:31,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,07/12/2021 17:33,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,25/12/2021 17:31,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,24/12/2021 17:31,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,23/12/2021 17:31,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,22/12/2021 17:31,Evening,Automated,Sub-job,Active,1,500219,Extend running contracts (Weekly),Proactively extends all contracts that normally end before the end of next month and for which the customer has not indicated his intention to return the vehicle. This process must run just before the monthly invoice run.,,3058,ExtendContracts,Running contracts which qualify for informal extension (Weekly),501001,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,22/12/2021 17:31,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,23/12/2021 17:31,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,24/12/2021 17:31,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,25/12/2021 17:31,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,07/12/2021 17:33,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,08/12/2021 17:31,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,09/12/2021 17:31,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,10/12/2021 17:31,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,20/12/2021 17:31,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,17/12/2021 16:18,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,20/11/2021 17:30,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,17/12/2021 21:33,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,21/12/2021 17:31,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,18/12/2021 17:31,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,18/11/2021 17:30,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,17/11/2021 17:30,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,19/11/2021 17:30,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,30/11/2021 17:06,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,11/12/2021 17:42,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,13/12/2021 17:32,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,14/12/2021 17:32,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,16/12/2021 17:32,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,15/12/2021 17:32,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
100005,Customer invoicing,45,1,Weekly informal contract extension,27/12/2021 17:30,Evening,Automated,Sub-job,Active,2,500220,Extend overdue contracts (Weekly),Extends all contracts that passed their end date and for which the customer has not returned the vehicle.,,3058,ExtendContracts,Overdue contracts which require informal extension (Weekly),501002,1629
